"Step","usual-sweep-1 - acc","usual-sweep-1 - acc__MIN","usual-sweep-1 - acc__MAX","usual-sweep-1 - val_acc","usual-sweep-1 - val_acc__MIN","usual-sweep-1 - val_acc__MAX","usual-sweep-1 - loss","usual-sweep-1 - loss__MIN","usual-sweep-1 - loss__MAX","usual-sweep-1 - val_loss","usual-sweep-1 - val_loss__MIN","usual-sweep-1 - val_loss__MAX"
"0","0.9229592680931091","0.9229592680931091","0.9229592680931091","0.9750333428382874","0.9750333428382874","0.9750333428382874","0.2925768196582794","0.2925768196582794","0.2925768196582794","0.05153485760092735","0.05153485760092735","0.05153485760092735"
"1","0.9638296365737915","0.9638296365737915","0.9638296365737915","0.9789000153541565","0.9789000153541565","0.9789000153541565","0.06718174368143082","0.06718174368143082","0.06718174368143082","0.04236936196684837","0.04236936196684837","0.04236936196684837"
"2","0.9684963226318359","0.9684963226318359","0.9684963226318359","0.9780666828155518","0.9780666828155518","0.9780666828155518","0.04618428274989128","0.04618428274989128","0.04618428274989128","0.03585141897201538","0.03585141897201538","0.03585141897201538"
